VEICULOS;PLACA;RENAVAM;OBSERVAÇÕES;DATA;DONO;SITUAÇÃO;VALOR DE COMPRA R$
FIAT UNO ATRACTIVE 1.0 2014/2015 BRANCO;PPF7154;1046664929;COMPRADO PARTICULAR;;;FINALIZADO;R$ 30.000,00
VW GOL 1.0 2007/2007 BRANCO BASICO;MQT9F16;920092560;COMPRADO NA TROCA DO UNO PPF7154;;;FINALIZADO;R$ 12.000,00
HONDA CG 160 START 2021/2022 VERMELHA;RNR1A84;1272249279;COMRADO NA TROCA DO COBALT MTA2E17;;;FINALIZADO;R$ 13.000,00
VW FOX 1.0 2005/2006 PRATA;MQL8429;865781915;COMPRADO PARTICULAR NA TROCA DO GOL OVL5B84;;;FINALIZADO;R$ 13.000,00
VW CROSSFOX 2005/2005 PRETO;MQJ4H17;856601985;COMPRADO NA PODIUM CARIACICA 15/05/2023;15/05/2023;186118;RENAVE;R$ 13.750,00
FIAT PALIO ELX FLEX 2008/2008 BEGE;MSA2352;962408972;COMPRADO NA PRIME VILA VELHA 09/05/2023;05/09/2023;106061;RENAVE;R$ 21.500,00
VW NOVO GOL 1.0 2013/2014 PRETO;LQY8H81;588956503;COMPRADO NA LIDER VEICULOS CACHOEIRO 17/05/2023;17/05/2023;;RENAVE;R$ 29.100,00
VW VOYAGE 1.0 2010/2011 PRETA;MTS2065;231956452;COMPRADO PARTICULAR LEANDRO - 27 996454723;;;FINALIZADO;R$ 20.400,00
HONDA CB 300 2010/2010 AMARELA;LLF5A65;22763669;COMPRADO PARTICULAR NA TROCA DO SIENA OVJ7I26;;;FINALIZADO;R$ 10.000,00
FIAT UNO VIVACE 1.0 2011/2012 PRETO;MTX5G99;305233130;COMPRADO NA PODIUM VITORIA 23/05/2023;23/05/2023;142742;RENAVE;R$ 23.600,00
FORD ECOSPORT XLS 1.6 FLEX 2006/2006 PRETO;DSC3J07;875760465;COMPRADO NA PODIUM VITORIA 10/05/2023;05/10/2023;;RENAVE;R$ 15.600,00
VW FOX 1.0 GII 2012/2013 PRATA;ODL1E51;478621469;COMPRADO NA VITORIAWAGEM DE GUARAPARI 24/05/2023;24/05/2023;137387;RENAVE;R$ 25.200,00
FORD KA FLEX 2008/2009 VERMELHO;HIH0358;118844288;COMPRADO PARTICULAR NA TROCA DO LRI2D73;;;RENAVE;R$ 7.000,00
HONDA CG 125 TITAN 1996/1996 AZUL;MOY5D15;652753450;COMPRADO NA TROCA DA XRE LLF5A65;;;FINALIZADO;R$ 3.000,00
VW SAVEIRO 1.6 CE 2009/2010 PRATA;MSX7673;168930390;COMPRADO NA TROCA DO VOYAGE MTS2065;;;FINALIZADO;R$ 20.000,00
HONDA CG 125I FAN 2017/2018 VERMELHA;QNK8G80;1135498552;COMPRADO NA TROCA DA SAVEIRO CE 2009/2010 PRETA;;87964;FINALIZADO;R$ 7.000,00
GM CELTA 5 PORTAS SUPER 2004/2004 BRANCO;LOY0410;827966245;COMPRADO NA PODIUM CAMPOS 17/05/2023;17/05/2023;;FINALIZADO;R$ 10.150,00
FIAT GRAD SIENA ESSENCE 1.6 2013/2013 VERMELHO;MOY9I74;546252400;COMPRADO NA KOBE VITORIA 28/04/2023;28/04/2023;135611;RENAVE;R$ 27.300,00
VW GOL 1.0 GIV 2013/2014 VERMELHO;OVE3G59;532089243;COMPRADO NA LIDER VEICULOS CVC VITORIA;;;RENAVE;R$ 20.000,00
GM MERIVA MAXX 2009/2010 PRETA;MSY4G63;173918930;COMPRADO PARTICULAR NA TROCA DO PRISMA KPK4F38;;;FINALIZADO;R$ 19.000,00
GM CELTA 1.0 2012/2012 VERMELHO;ODJ8A31;471781940;COMPRADO NA ORVEL SERRA 29/05/2023;29/05/2023;;RENAVE;R$ 19.000,00
FORD ECOSPORT 1.6 S 2012/2013 PRATA;ODM8J28;487746279;COMPRADO NA ORVEL SERRA 29/05/2023;29/05/2023;;RENAVE;R$ 35.000,00
FIAT SIENA ATRACTIVE 1.4 2015/2015 BRANCO;KWS9470;1046913414;COMPRADO NA POCIUM CAMPOS 02/06/2023;06/02/2023;;FINALIZADO;R$ 31.600,00
VW VOYAGE 1.0 2011/2011 PRETA;ATW1G90;315560258;COMPRADO NA TROCA DO ECOSPORT ODM8J28;;;FINALIZADO;R$ 24.000,00
HONDA BIZ 125 EX 2011/2011 PRETO;OCY3646;336742371;COMPRADO NA TROCA DO FIAT UNO VIVACE MTX5G99;;67944;FINALIZADO;R$ 8.500,00
HONDA BIZ 125 2012/2013 PRETA;ODK7F97;507587987;COMPRADA NA TROCA DO CROSSFOX MQJ4H17;;72541;FINALIZADO;R$ 9.000,00
FIAT SIENA EL FLEX 2009/2010 CINZA;MSY3I44;173129927;COMPRADO PARTICULAR NA TROC DO ETIOS PPD7014;;;FINALIZADO;R$ 20.000,00
RENAULT CLIO EXT 1.0 2015/2016 BRANCO;PPH5H16;1055257222;COMPRADO NA PODIUM VITORIA 12/06/2023;06/12/2023;;RENAVE;R$ 28.700,00
VW VOYAGE 1.0 2013/2014 PRETO;OVJ9A76;571653391;COMPRADO NA CVC VITORIA;;;RENAVE;R$ 30.200,00
YAMAHA FAZER 250 2018/2018 PRETA;PPY6151;1149655892;COMPRADA NA TROCA DO GOL LQY8H81;;;FINALIZADO;R$ 14.500,00
FORD FIESTA 1.6 FLEX 2010/2011 PRETO;LLL7232;322522900;COMPRADO NA TROCA DA MOTO HONDA BIZ ODK7F97;;;FINALIZADO;R$ 20.900,00
VW FOX 1.0 2008/2009 PRETO;MRY9H07;970411456;COMPRADO NA TROCA DO IDEA LLR7182;;;FINALIZADO;R$ 18.000,00
GM PRISMA 1.0 LT 2015/2015 BRANCO;PPF7605;1051741642;COMPRADO NA CVC SERRA 19/06/2023;19/06/2023;;RENAVE;R$ 37.600,00
HYUNDAI HB20 1.0 2016/2016 PRATA;PPO4G43;1085954762;COMPRADO NA TROCA DO PRISMA PPF7605;;;FINALIZADO;R$ 40.000,00
FORD FIESTA SEDAN 1.6 FLEX 2005/2005 PRATA;HDD3I51;862922160;COMPRADO NA TROCA DO ECOSPORT DSC3J07;;;FINALIZADO;R$ 12.000,00
FIAT SIENA ATRACTIVE 1.4 2013/2014 CINZA;MQQ5008;559142943;COMPRADO NA PRIME GUARAPARI 20/06/AM630;;;RENAVE;R$ 32.500,00
YAMAHA YZF R3 ABS 2020/2020 AZUL;QRH3D30;1223547946;COMPRADO NA TROC DA DUSTER KVO7G27;;;FINALIZADO;R$ 20.000,00
HONDA BIZ 125 EX 2014/2014 PRETA;OYH1305;1005372788;COMPRADO NA TROCA DO FOX ODL1E51;;;FINALIZADO;R$ 9.000,00
HONDA CG 150 FAN 2013/2014 PRETA;OYD0C74;596581467;COMPRADO NA TROCA DA SAVEIRO MSX7673;;;FINALIZADO;R$ 9.000,00
VW FOX 1.0 GII 2013/2013 CINZA;ODS9G09;527291013;COMPRADO NA PREMIUM VEICULOS LTDA 21/06/2023;21/06/2023;;RENAVE;R$ 29.800,00
GM ONIX 1.4 LT 2012/2013 VERMELHO;ODP0C88;496987593;COMPRADO NA PREMIUM VILA VELHA 23/06/2023;23/06/2023;;RENAVE;R$ 34.550,00
FORD FIESTA EDGE 2002/2003 PRATA;LOI7551;793446686;COMPRADO NA TROCA DO SIENA KWS9470;;;FINALIZADO;R$ 10.000,00
FORD FIESTA SEDAN 1.6 FLEX 2009/2010 PRATA;KNV9G04;177761369;COMPRADO NA PLANETA H CARROS CAMPOS;;;FINALIZADO;R$ 16.000,00
FIAT PALIO FIRE 2014/2014 PRETO;KWZ6024;996600140;COMPRADO NA PODIUM CAMPOS 07/07/2023;07/07/2023;;FINALIZADO;R$ 24.150,00
FIAT PALIO FIRE 2011/2012 VERMELHO;MTA2E03;341460826;COMPRADO NA PODIUM CARIACICA 29/06/2023;29/06/2023;;RENAVE;R$ 22.450,00
VW VOYAGE 1.0 2009/2009 PRETO;MSR2891;141452838;COMPRADO NA PODIUM CAMPOS 30/06/2023;30/06/2023;;DIRETO DA CONCESSIONÁRIA PARA O CLIENTE;R$ 19.150,00
VW VOYAGE 1.0 2010/2011 PRETO;MTI3I38;217375960;COMPRADO NA KURUMA VITORIA 29/06/2023;29/06/2023;;RENAVE;R$ 23.200,00
VW GOL 1.6 2011/2012 BRANCA;OCV4H02;322953170;COMPRADO NA TROCA DO CROSSFOX MSG9J09;;;FINALIZADO;R$ 27.900,00
CITROEN C3 1.4 2009/2010 PRETO;MTA7J01;184824273;COMPRADO NA TROCA DO FOX ODS9G09;;;FINALIZADO;R$ 16.000,00
GM AGILE 1.4 LTZ ANO 2013 2014 COR PRATA;OYD0D57;597287830;COMPRADO NA CVC DE GUARAPARI 28/06/2023;28/06/2023;;RENAVE;R$ 34.200,00
VW FOX 1.6 2012/2012 PRETO;ODG4D84;457595310;COMPRADO NA PODIUM VITORIA 20/07/2023;20/07/2023;;RENAVE;R$ 26.250,00
GM PRISMA JOY 2006/2007 PRATA;MQY4952;902375482;COMPRADO PARTICULAR;;;FINALIZADO;R$ 14.000,00
PEUGEOT 207 HB XR S 2009/2010 PRATA;HMJ8I95;183206584;COMPRADO NA ORVEL SERRA 25/07/2023;25/07/2023;;RENAVE;R$ 12.000,00
FIAT GRAND SIENA ATRACTIVE 1.4 2015/2016 BRANCO;KRN3C10;1077566791;COMPRADO NA PODIUM CAMPOS 01/08/2023;08/01/2023;;FINALIZADO;R$ 32.200,00
VE FOX 1.0 GII 2010/2011 VERMELHO;KYP4774;231733712;COMPRADO NA JEEP PODIUM CAMPOS;;;FINALIZADO;R$ 23.250,00
TOYOTA COROLLA XLI 1.8 AT 2007/2008 PRETA;MRO8A95;935228110;COMPRADO NA KURUMA VITORIA 25/07/2023;25/07/2023;;RENAVE;R$ 28.000,00
TOYTA COROLLA XEI 2006/2006 PRETO;MQP5I35;877048681;COMPRADO NA TROCA DO DUSTER KVO7G27;;;RENAVE;R$ 20.000,00
GM ONIX 1.4 LT 2013/2014 PRATA;MPK3849;559309619;COMPRADO NA LIDER VEICULOS CVC GUARAPARI 03/08/2023;08/03/2023;;RENAVE;R$ 36.000,00
RENAULT LOGAN 1.6 2007/2008 BEGE;MRS4B94;947173617;COMPRADO NA TROCA DO HB20 PPJ0G43 08/08/2023;08/08/2023;253554;RENAVE;R$ 14.800,00
GM CELTA 1.0 LT 2014/2015 PRATA;OXJ6G21;1006920592;COMPRADO NA TROCA DO HB20 PPO4G43 26/07/2023;26/07/2023;;FINALIZADO;R$ 28.000,00
TOYOTA COROLLA XEI 1.8 MANUAL 2003/2004;MPP3433;814666078;COMPRADO PARTICULAR;;;RENAVE;R$ 22.000,00
FIAT PALIO FIRE 2011/2011 BRANCO;MTW6J08;308892739;COMPRADO NA TROCA DO COROLLA MRO8A95;;;RENAVE;R$ 19.000,00
YAMAHA XTZ CROSSER 150 ED 2014/2015 BRANCA;PPF5A98;1046566749;COMPRADO NA TRCA DO FOX KYP4774;;;MESA;R$ 10.500,00
HONDA CIVIC LX 2000/2000 AZUL;MTP1C09;749341106;COMPRADO NA TROCA DO TUCSON ODP5B10;;;RENAVE;R$ 15.000,00
HONDA CG 160 START 2021/2021 VERMELHA;RBG2C90;1261564429;COMPRADO NA TROCA DO GRAND SIENA MQQ5008;;;JÁ PASSEI PRA VANDERLEI;R$ 11.000,00
HONDA BROS 160 2023/2023 BRANCA;SFU7E06;1343675569;COMPRADO NA TROCA DO GRAND SIENA MQQ5008;;;RENAVE;R$ 17.000,00
GM ONIX 1.0 2019/2019 PRATA;QUK5090;1200255655;COMPRADO NA MOVIDA VEICULOS;;;FINALIZADO;R$ 39.424,00
FIAT UNO VIVACE 1.0 2014/2014 CINZA;OXF9G36;1004165940;COMPRADO NA PODIUM VITORIA 09/08/2023;08/09/2023;;RENAVE;R$ 27.400,00
YAMAHA TENERE 250 2011/2011 BRANCA;ODA5D19;351674136;COMPRADA PARTICULAR NA TROCA DO LOGAN MRS4B94;;;FINALIZADO;R$ 12.000,00
HONDA BIZ 125 ES 2014/2015 PRETA;OYI9F89;1025249582;COMPRADA NA TROCA DO ONIX MPK3849;;;FINALIZADO;R$ 9.000,00
FORD FIESTA FLEX 2009/2010 PRATA;MSS5A89;168946190;COMPRADO NA PODIUM VITORIA 17/08/2023;17/08/2023;;RENAVE;R$ 17.000,00
VW GOL 1.6 2012/2013 CINZA;ODK7B88;475193326;COMPRADO NA PRIME SERRA;;;RENAVE;R$ 28.000,00
HONDA FIT LX FLEX 2010/2010 CINZA;MTE5D76;202400131;COMPRADO NA VM COMERCIO 10/08/2023;08/10/2023;;RENAVE;R$ 31.000,00
VW FOX 1.6 HIGLINE 2013/2014 CINZA;OQQ9J35;566850664;COMPRADO NA ORVEL SERRA 28/08/2023;28/08/2023;;RENAVE;R$ 29.600,00
TOYOTA ETIOS X 1.3 2015/2016 PRETO;PPJ0B52;1060796730;COMPRADO NA V M COMERCIO VITORIA 14/08/2023;14/08/2023;;RENAVE;R$ 37.500,00
HYUNDAI HB20 1.0 COMFORT 2015/2015 BRANCO;LRU2808;1036495482;COMPRADO NA PODIUM CAMPOS 25/08/2023;25/08/2023;;FINALIZADO;R$ 36.150,00
FORD KA FLEX 2008/2009 PRETO;MSJ9011;988235951;COMPRADO NA JEEP PODIUM CAMPOS 21/08/2023;21/08/2023;;FINALIZADO;R$ 12.000,00
VW FOX 1.6 PRIME GII 2010 2011 VERMELHO;ERC6098;225334178;COMPRADO NA TROCA DO ETIOS PPJ0B52;;;FINALIZADO;R$ 25.000,00
FIAT SIENA ATRACTIVE 1.4 2014/2015 BEGE;KQU8819;1034613348;COMPRADO NA PODIUM VEICULOS CAMPOS;;;FINALIZADO;R$ 34.400,00
FORD NEW FIESTA SE 2012/2012 PRETO;ODG7C36;459223143;COMPRADO NA KOBE CACHOEIRO 18/08/2023;18/08/2023;;RENAVE;R$ 23.000,00
FORD FIESTA SEDAN 1.6 FLEX 2005/2006 PRETO;MQM7F16;868872121;COMPRADO NA TROCA DO GRAND SIENA KQU8819;;;FINALIZADO;R$ 14.000,00
NISSAN MACH 1.0 FLEX 2012/2013 PRETO;LQG8F62;464762812;COMPRADO NA LIDER CVC VITORIA 31/08/2023;31/08/2023;;RENAVE;R$ 19.200,00
VW GOL 1.6 POWER GIV 2008/2009 BRANCO;MRY9E74;965697134;COMPRADO NA TROCA DO FIESTA SEDAN MQM7F16;;;FINALIZADO;R$ 20.900,00
FIAT PUNTO ELX 1.4 2009/2009 VERMELHA;MSJ4C33;130617680;COMPRADO NA TROCA DO CELTA ODJ8A31;;;FINALIZADO;R$ 12.000,00
FORD FIESTA 2002/2003 BRANCO;MSQ8877;782894399;COMPRADO NA TROCA DO FIT MTE5D76;;;RENAVE;R$ 7.000,00
VW GOL 1.0 TL 2014/2015 PRETO;OYF0I30;1022528839;COMPRADO NA RECREIO GUARAPARI 04/09/2023;09/04/2023;;RENAVE;R$ 35.000,00
GM PRISMA 1.0 LT 2013/2013 VERMELHO;OQM2A65;555442209;COMPRADO NA ORVEL SERRA 01/09/2023;09/01/2023;;RENAVE;R$ 30.900,00
VW FOX 1.0 GII 2010/2011 VERMELHO;MTS0995;230959598;COMPRADO NA PRIME VILA VELHA 05/09/2023;09/05/2023;;RENAVE;R$ 24.500,00
FORD FIESTA SEDAN 1.6 2013/2013 BRANCO;LLV4113;528897950;COMPRADO NA VIORIWAGEM GUARAPARI;;;RENAVE;R$ 20.500,00
VW FOX 1.0 2013/2014 PRATA;OVL0566;589165178;COMPRADO PARTICULAR 14/09/2023 - VALDERI (27 - 998766943 OU 28 - 981023619;14/09/2023;;ROBINHO;R$ 30.000,00
PEUGEOT 207 PASSION XR 2011/2011 PRETO;EYB3A49;329192035;COMPRADO NA TROCA DO GOL MRY9E74 (DEVOLUCAO);;;RENAVE;R$ 20.500,00
HONDA CG 150 TITAN 2013/2013 AMARELA;ODS2C89;536921679;COMPRADO NA TROCA DO GOL 1.6 OCV4H02;;;RENAVE;R$ 9.000,00
HONDA CB 300R 2009/2010 AMARELA;MSN9600;157418324;COMPRADO NA TROCA DO C3 MTA7J01;;;RENAVE;R$ 8.400,00
VW GOL 1.0 2009/2009 PRETO;MSP6H04;129262943;COMPRADO PARTICULAR NA TROCA DO HB20 LRU2808;;;FINALIZADO;R$ 20.000,00
VW SPACECROSS GII 2013/2014 BRANCA;JKR4A24;589408631;COMPRADO NA KURUMA VITORIA 21/09/2023;21/09/2023;;RENAVE;R$ 28.500,00
GM ONIX LT 1.4 AUT 2014/2015 PRATA;LRV8G59;1039920460;COMPRADO NA PODIUM CAMPOS 12/09/2023;09/12/2023;;FINALIZADO;R$ 42.700,00
VW POLO SEDAN 1.6 2005/2005 PRETO;HGH0I96;850901383;COMPRASDO NA TROCA DO AGILE OYD0D57;;;FINALIZADO;R$ 17.000,00
FIAT GRAND SIENA ESSENCE 1.6 2014 2014 BRANCO;OVK4F42;995221430;COMPRADO NA PODIUM VITORIA 15/09/2023;15/09/2023;;RENAVE;R$ 25.200,00
TOYOTA COROLLA XLI 2007 /2008 PRATA;MRQ5E35;941360067;COMPRADO NA KOBE VILA VELHA 21/09/2023;21/09/2023;;RENAVE;R$ 27.300,00
HONDA XRE 300 2012/2012 AZUL;PFY2E59;482341572;COMPRADA NA TROCA DO GOL MSP6H04;;;FINALIZADO;R$ 11.000,00
HONDA FIT LXL FLEX ANO 2011 2011 PRATA;OCW5D10;313908176;COMPRADO NA KURUMA VITORIA 26/09/2023;26/09/2023;;RENAVE;R$ 35.000,00
YAMAHA FAZER 250 2018/2019 AZUL;QRE1E56;1175578280;COMPRADA NA TROCA DO FOX MTS0995;;;RENAVE;R$ 14.000,00
FIAT PALIO YOUG 2001/2002 AZUL;MTP5240;769761089;COMPRADO NA TROCA DO POLO SEDAN HGH0I96;;;FINALIZADO;R$ 4.000,00
FORD KA 1.0 2008/2009 VERMELHO;KVW2I38;966720911;COMPRADO NA TROCA DO GRAND SIENA OVK4F42;;;RENAVE;R$ 12.000,00
FORD FIESTA FLEX 2010/2011 PRETA;MTO3354;22511209;COMPRADO NA VITORIWAGEM GUARAPARI (MARLON);;;RENAVE;R$ 15.500,00
HYUNDAI HB20S 1.6 AT 2015/2015 BRANCO;PJI6A99;1053874143;COMPRADO NA ORVEL SERRA 03/10/2023;10/03/2023;;RENAVE;R$ 39.300,00
FIAT GRAND SIENA ATRACTIVE 1.4 2013/2014 BRANCO;OVK4F20;588701106;COMPRADO NA ORVEL SERRA 03/10/2023;10/03/2023;;RENAVE;R$ 30.900,00
GM CELTA 1.0 LT 2013/2013 BRANCO;ODR3F56;507193245;COMPRADO NA JEEP VILE VELHA (VM COMERCIO) 21/09/2023;21/09/2023;;RENAVE;R$ 20.500,00
VW FOX 1.0 2005/2005 VERMELHO;MQG1162;846653940;COMPRADO NA TROCA DO FIT OCW5D10;;;RENAVE;R$ 12.000,00
FIAT PALIO SPORTING 1.6 2015/2016 BRANCO;PPL6J17;1075696272;COMPRADO PARTICULAR NA TROCA DO COROLLA MRQ5E35;;;RENAVE;R$ 41.000,00
FIAT PALIO FIRE 1.0 2016/2016 BRANCO;PPK7A63;1093896695;COMPRADO NA PODIUM VEICULOS DE CARICACICA;;;RENAVE;R$ 26.150,00
FORD FIESTA SEDAN 1.6 2013/2013 PRATA;ODT0C44;530714426;COMPRADO NA LIDER VEICULOS COLATINA 06/10/2023;10/06/2023;;RENAVE;R$ 28.400,00
GM CELTA 1.0 4P SPIRIT 2010/2010 BRANCO;MTE0A95;204910358;COMPRADO PARTICULAR GISLAYNE 27 - 996531716;;;RENAVE;R$ 18.100,00
TOYOTA ETIOS HB XS 1.5 2017/2018 CINZA;PPU3H51;1121887594;COMPRADO NA KURUMA VILA VELHA 18/10/2023;18/10/2023;;RENAVE;R$ 40.000,00
FIAT UNO SPORTING 1.4 2014/2015 PRETO;LRU4C31;1038541279;COMPRADO NA PODIUM CAMPOS 11/10/2023;10/11/2023;;FINALIZADO;R$ 28.200,00
FIAT PALIO FIRE 2016/2016 BRANCO;PPK7A67;1093912437;COMPRADO NA PODIUM CARIACICA 18/10/2023;18/10/2023;;RENAVE;R$ 26.200,00
FORD NEW FIESTA 2012/2012 VERMELHO;ODK1G36;476180244;COMPRADO NA PODIUM VITORIA 30/09/2023;30/09/2023;;RENAVE;R$ 27.950,00
FIAT STRADA WORKING 2011/2012 BRANCA;OCZ3824;338120971;COMPRDO PARTICULAR - CARLOS 27 - 998243787;;;RENAVE;R$ 30.000,00
GM ONIX 1.0 LT BRANCO 2013/2013;OVE8945;540592587;COMPRADO NA TAI COLATINA;;;RENAVE;R$ 26.700,00
VW FOX 1.0 ANO 2008/2009 COR CINZA;MSH1029;983095728;COMPRADO NA TROCA DO GRAND SIENA ATRACTIVE OVK4F20;;;RENAVE;R$ 19.000,00
VW GOL 1.0 2011/2012 PRETO;LLP7455;419872566;COMPRADO NA PODIUM CAMPOS EM 03/11/2023;11/03/2023;;MESA;R$ 23.150,00
FIAT DOBLO HLX 1.8 FLEX 2010/2010 PRATA;MTI3C96;207863105;COMPRADO NA TROCA DO CIVIC LX MTP1C09;;;RENAVE;R$ 30.000,00
VW GOL 1.0 2013/2013 PRETO;ODP4D67;524942250;COMPRADO NA TROCA DO GOL QNR9F29;;;RENAVE;R$ 27.000,00
TOYOTA ETIOS HB X 1.3 2014/2014 PRATA;PUI4156;1025151914;COMPRADO NA TROCA DA XRE PFY2E59;;;RENAVE;R$ 30.000,00
FIAT UNO MILLE WAY ECONOMY 2011/2011 VERMELHO;OCV1868;309081238;COMPRADO NA TROCA DO ETIOS PPU3H51;;;RENAVE;R$ 18.000,00
GM CLASSIC LS 2011/2011 PRETO;MTW8C94;281070911;COMPRADO NA TROCA DO FIESTA SEDAN LLV4B13;;;RENAVE;R$ 13.000,00
FIAT GRAND SIENA 1.6 ESSENCE 2014/2014 BRANCO;OYE5H96;995401683;COMPRADO NA TROCA DO HB20 SEDAN PJI6A99;;;RENAVE;R$ 32.000,00
FIAT PALIO ATRACTIVE 1.4 2012/2013 BRANCO;ODR1683;504383787;COMPRADO NA KURUMA SERRA 17/11/2023;17/11/2023;;RENAVE;R$ 29.000,00
VW GOL 1.0 GIV 2011/2012 BRANCO;OCZ4H87;341047856;COMPRADO NA PODIUM VITORIA 26/10/2023;26/10/2023;;RENAVE;R$ 11.200,00
GM PRISMA 1.0 JOY 2019/2019 PRATA;QQX6H11;1193117779;COMPRADO NA LIDER CVC VITORIA 24/11/2023;24/11/2023;;RENAVE;R$ 39.300,00
VW GOL 1.0 2010/2010 CINZA;MTA1I04;200358774;COMPRADO NA TROCA DO COROLLA MQP5I35;;;RENAVE;R$ 20.000,00
VW GOL 1.0 2011/2012 CINZA;ODE4I73;450530922;COMPRADO NA TROCA DO ONIX LRV8G59;;;RENAVE;R$ 23.000,00
VW GOL 1.6 2012/2013 BRANCO;ODK2E75;474795691;COMPRADO NA PREMIUM LINHARES 16/11/2023;16/11/2023;;RENAVE;R$ 29.450,00
VW NOVO GOL 1.0 2013 2014 VERMELHO;OVI5B25;558780504;COMPRADO NA PREMIUM LINHARES 16/11/2023;16/11/2023;;RENAVE;R$ 31.950,00
GM CELTA LS 2011/2012 PRATA;ATS2D43;304974994;COMPRADO NA PASSION SERRA 24/10/2023;24/10/2023;;RENAVE;R$ 16.000,00
VW FOX 1.0 GII 2011/2011 PRATA;MTZ2J76;322643287;COMPRADO NA KURUMA DE CACHOEIRO 27/11/2023;27/11/2023;;RENAVE;R$ 24.000,00
VW POLO SEDAN 1.6 2012/2013 PRATA;ODR7956;518511731;COMPRADO NA TROCA DO PRISMA QQX6H11;;;RENAVE;R$ 34.000,00
HYUNDAI HB20 1.0 COMFORT 2014/2015 PRATA;PPA7B32;1019038273;COMPRADO NA LIDER CVC VITORIA 28/11/2023;28/11/2023;;RENAVE;R$ 38.000,00
VW NOVO GOL TL MCV 2016/2017 BRANCO;PPQ3G13;1105364159;COMPRADO NA TROCA DO PALIO SPORTING PPL6J17;;;TRANSFERÊNCIA DIRETA ENTRE CLIENTES;R$ 36.900,00
GM PRISMA 1.0 LT 2014/2015 PRATA;OYJ3H26;1275171220;COMPRADO NA EXCLUSIVA 29/11/2023;29/11/2023;;RENAVE;R$ 30.000,00
VW GOL 1.0 2011/2012 CINZA;ODE4G08;428538983;COMPRADO NA TROCA DO HB20 PRATA KQK5746;;;RENAVE;R$ 24.000,00
FIAT UNO ATRACTIVE WAY 1.0 2014/2015 BRANCO;PPB3B18;1023670310;COMPRADO NA PODIUM VITORIA 27/11/2023;27/11/2023;;RENAVE;R$ 33.400,00
GM AGILE LTZ 2010/2011 BEGE;NTO0C96;226199541;COMPRADO NA EXSPLACAR 30/11/2023;30/11/2023;;RENAVE;R$ 19.000,00
HONDANXR 160 BROS 2021/2021 ESDD VERMELHA;RQM1C11;1256646781;COMPRADA NA TROCA DO ECOSPORT OHU4B60;;;RENAVE;R$ 16.000,00
FORD KA SE 1.0 HÁ 2017/2018 BRANCO;KXK7324;1114184796;COMPRADO NA PODIUM CAMPOS EM 04/12/2023;12/04/2023;;RENAVE;R$ 37.250,00
VW POLO1.6 2005/2006 PRATA;MQO7F73;873028481;COMPRADO NAESPLACAR VEICULOS;;;RENAVE;R$ 18.000,00
GM AGILE LTZ 2010/2011 BEGE;NTO0C96;226199541;COMPRADO NA ESPLACAR;;;RENAVE;R$ 19.000,00
FIAT GRAND SIENA ESSENCE 1.6 2016/2016 BRANCO;PPQ4561;1100984558;COMPRADO NA ORVEL SERRA DIA 03/12/2023;12/03/2023;;RENAVE;R$ 37.500,00
FIAT UNO VIVACE 1.0 2010/2011 BRANCO;MTK5961;225934183;COMPRADO NA TROCA DO SIENA PPQ4561;;;RENAVE;R$ 19.000,00
TOYOTA ETIOS SD XS 2013/2013 CINZA;MPI7762;541915932;COMPRADO NA EXCLUSIVA AUTOMOVEIS;;;FINALIZADO;R$ 28.000,00
FIAT SIENA EL 1.0 FLEX 2009/2010 VERDE;MSU0363;158993233;COMPRADO NA ESPLACAR;;;FINALIZADO;R$ 19.000,00
FORD KA FLEX 2010/2011 VERMELHO;MTU7F49;256882339;COMPRADO NA TROCA DO SIENA MSU0363;;;ROBINHO;R$ 15.000,00
VW NOVO FOX CL 1.6 MB 2015/2015 PRETO;PPG8C50;1049512798;COMPRADO NA ESPLACAR;;;RENAVE;R$ 33.000,00
FIAT UNO VIVACE 1.0 2010/2011 BRANCO;MTK5961;225934183;COMPRADO NA TROCA DO SIENA ESSENCE 1.6 PPQ4F61;;;RENAVE;R$ 18.800,00
VW GOLF SPORTLINE 2010/2010 PRATA;MTD4B10;196460603;COMPRADO NA TROCA DO GOL PPQ3G13;;;RENAVE;R$ 35.900,00
FIAT PALIO FIRE FLEX 2008/2009 CINZA;MSD7915;971422010;COMPRADO NA ESPLACAR;;;ROBINHO/MESA;R$ 10.000,00
GM ONIX 1.0 JOY 2018/2019 BRANCO;QRC6E93;1168905718;COMPRADO NA TRILHA VITORIA 18/12/2023;18/12/2023;;RENAVE;R$ 42.200,00
GM ONIX LT 1.4 2014/2015 BRANCO;PUM6J17;1205028126;COMPRADO NA TAI VITORIA 11/12/2023;12/11/2023;;RENAVE;R$ 40.200,00
GM COBALT 1.4 LTZ 2012/2013 PRATA;ODM7C52;485381338;COMPRADO NA PODIUM VITORIA 12/12/2023;12/12/2023;;RENAVE;R$ 29.800,00
FIAT IDEA ESSENCE 1.6 2013/2013 CINZA;OSA7A63;546520294;COMPRADO NA PODIUM VITORIA 18/12/2023;18/12/2023;;RENAVE;R$ 18.500,00
VW GOL 1.0 GIV 2008/2009 CINZA;MSD3F42;969266901;COMPRADO NA TROCA DO HB20 PPA7B32;;;TRANSFERÊNCIA DIRETA ENTRE CLIENTES;R$ 17.000,00
